direction,split,language,token,frequency
ar-ur/ur,devtest,ur,گرومائکو،,1
ar-ur/ur,devtest,ur,ماٹا,1
ar-ur/ur,devtest,ur,69ویں,1
ar-ur/ur,devtest,ur,سیبالوس,1
ar-ur/ur,devtest,ur,میتھیوا،,1
ar-ur/ur,devtest,ur,ٹھکرا,1
ar-ur/ur,devtest,ur,جانتا۔,1
ar-ur/ur,devtest,ur,ایکٹیویشن,1
ar-ur/ur,devtest,ur,2.19,1
ar-ur/ur,devtest,ur,ٹینکرز،,1
